"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"10","E41A6EE9","GO502_19_665","Huntington","","1","DECD0CE9"
"10","E41A6EE9","GO502_19_666","Port Jefferson","","0","214F696E"
"10","E41A6EE9","GO502_19_668","Port Jefferson","","0","95F39F15"
"10","E41A6EE9","GO502_19_670","Port Jefferson","","0","DECD0CE9"
"10","E41A6EE9","GO502_19_672","Port Jefferson","","0","DECD0CE9"
"10","E41A6EE9","GO502_19_674","Port Jefferson","","0","DECD0CE9"
"10","E41A6EE9","GO502_19_676","Port Jefferson","","0","901F9009"
"2","E41A6EE9","GO502_19_700","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_701","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_702","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_703","Jamaica","","1","41FE1397"
"2","E41A6EE9","GO502_19_704","Hempstead","","0","41FE1397"
"2","E41A6EE9","GO502_19_705","Jamaica","","1","41FE1397"
"2","E41A6EE9","GO502_19_706","Hempstead","","0","3C8BB364"
"2","E41A6EE9","GO502_19_707","Jamaica","","1","41FE1397"
"2","E41A6EE9","GO502_19_708","Hempstead","","0","3C8BB364"
"2","E41A6EE9","GO502_19_709","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_710","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_711","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_712","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_713","Penn Station","","1","3C8BB364"
"2","E41A6EE9","GO502_19_714","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_715","Penn Station","","1","3C8BB364"
"2","E41A6EE9","GO502_19_716","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_717","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_718","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_721","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_723","Penn Station","","1","3C8BB364"
"2","E41A6EE9","GO502_19_725","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_727","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_729","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_731","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_733","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_750","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_751","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_752","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_753","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_754","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_755","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_756","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_757","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_758","Hempstead","","0","3C8BB364"
"2","E41A6EE9","GO502_19_759","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_761","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_762","Hempstead","","0","41FE1397"
"2","E41A6EE9","GO502_19_763","Penn Station","","1","3C8BB364"
"2","E41A6EE9","GO502_19_764","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_765","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_766","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_767","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_768","Hempstead","","0","3C8BB364"
"2","E41A6EE9","GO502_19_770","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_771","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_772","Hempstead","","0","3C8BB364"
"2","E94DFA13","GO502_19_773","Atlantic Terminal","","1","15B3C663"
"2","A4A9479A","GO502_19_773_1","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_774","Hempstead","","0","3C8BB364"
"2","E41A6EE9","GO502_19_775","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_776","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_777","Atlantic Terminal","","1","15B3C663"
"2","E41A6EE9","GO502_19_778","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_780","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_782","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_784","Hempstead","","0","15B3C663"
"2","E41A6EE9","GO502_19_798","Hempstead","","0","3C8BB364"
"2","E41A6EE9","GO502_19_799","Atlantic Terminal","","1","15B3C663"
"6","E41A6EE9","GO502_19_801","Jamaica","","1","BB53C023"
"6","E41A6EE9","GO502_19_802","Long Beach","","0","1EFB3B6D"
"6","E41A6EE9","GO502_19_804","Long Beach","","0","1EFB3B6D"
"6","E41A6EE9","GO502_19_805","Atlantic Terminal","","1","00521DFC"
